stage,legacy_barcode,real_barcode,lot_no,issue_barcode,receive_date,crate_index,piece_count,net_weight,note
holo,RHO-OP-762-C003,RHO-776-C003,OP-762,IHO-776,23/12/2025,3,12,2.880,""
holo,RHO-OP-762-C004,RHO-776-C004,OP-762,IHO-776,23/12/2025,4,48,12.180,""
holo,RHO-OP-762-C005,RHO-776-C005,OP-762,IHO-776,23/12/2025,5,48,11.940,""
holo,RHO-OP-762-C006,RHO-776-C006,OP-762,IHO-776,23/12/2025,6,48,12.260,""
holo,RHO-OP-762-C007,RHO-776-C007,OP-762,IHO-776,23/12/2025,7,12,3.870,""
holo,RHO-OP-762-C008,RHO-776-C008,OP-762,IHO-776,23/12/2025,8,48,12.270,""
holo,RHO-OP-762-C009,RHO-776-C009,OP-762,IHO-776,23/12/2025,9,12,3.040,""
holo,RHO-OP-762-C010,RHO-776-C010,OP-762,IHO-776,23/12/2025,10,40,9.040,""
holo,RHO-OP-763-C001,RHO-777-C001,OP-763,IHO-777,27/12/2025,1,12,4.700,""
holo,RHO-OP-763-C002,RHO-777-C002,OP-763,IHO-777,27/12/2025,2,48,18.760,""
holo,RHO-OP-763-C003,RHO-777-C003,OP-763,IHO-777,27/12/2025,3,40,15.250,""
holo,RHO-OP-764-C001,RHO-778-C001,OP-764,IHO-778,07/02/2025,1,60,5.100,""
holo,RHO-OP-764-C002,RHO-778-C002,OP-764,IHO-778,07/02/2025,2,13,5.145,""
holo,RHO-OP-764-C003,RHO-778-C003,OP-764,IHO-778,07/02/2025,3,13,5.145,""
holo,RHO-OP-764-C004,RHO-778-C004,OP-764,IHO-778,07/02/2025,4,18,7.236,""
holo,RHO-OP-765-C001,RHO-779-C001,OP-765,IHO-779,12/01/2025,1,32,9.760,""
holo,RHO-OP-765-C002,RHO-779-C002,OP-765,IHO-779,12/01/2025,2,11,3.485,""
holo,RHO-OP-765-C003,RHO-779-C003,OP-765,IHO-779,12/01/2025,3,11,3.225,""
holo,RHO-OP-765-C004,RHO-779-C004,OP-765,IHO-779,12/01/2025,4,11,2.495,""
holo,RHO-OP-765-C005,RHO-779-C005,OP-765,IHO-779,12/01/2025,5,48,14.210,""
holo,RHO-OP-765-C006,RHO-779-C006,OP-765,IHO-779,12/01/2025,6,29,8.535,""
holo,RHO-OP-765-C007,RHO-779-C007,OP-765,IHO-779,12/01/2025,7,8,1.088,""
holo,RHO-OP-766-C001,RHO-780-C001,OP-766,IHO-780,12/01/2025,1,19,5.425,""
holo,RHO-OP-767-C001,RHO-781-C001,OP-767,IHO-781,06/01/2025,1,51,13.108,""
holo,RHO-OP-767-C002,RHO-781-C002,OP-767,IHO-781,06/01/2025,2,59,15.642,""
holo,RHO-OP-767-C003,RHO-781-C003,OP-767,IHO-781,06/01/2025,3,59,15.612,""
holo,RHO-OP-767-C004,RHO-781-C004,OP-767,IHO-781,06/01/2025,4,59,15.372,""
holo,RHO-OP-768-C001,RHO-782-C001,OP-768,IHO-782,06/01/2025,1,47,10.205,""
holo,RHO-OP-768-C002,RHO-782-C002,OP-768,IHO-782,06/01/2025,2,35,8.430,""
holo,RHO-OP-768-C003,RHO-782-C003,OP-768,IHO-782,06/01/2025,3,30,6.420,""
holo,RHO-OP-768-C004,RHO-782-C004,OP-768,IHO-782,06/01/2025,4,44,11.900,""
holo,RHO-OP-769-C001,RHO-783-C001,OP-769,IHO-783,06/01/2025,1,31,6.975,""
holo,RHO-OP-770-C001,RHO-784-C001,OP-770,IHO-784,06/01/2025,1,36,7.890,""
holo,RHO-OP-771-C001,RHO-785-C001,OP-771,IHO-785,06/01/2025,1,28,7.650,""
holo,RHO-OP-771-C002,RHO-785-C002,OP-771,IHO-785,06/01/2025,2,46,7.520,""
holo,RHO-OP-771-C003,RHO-785-C003,OP-771,IHO-785,06/01/2025,3,46,15.060,""
holo,RHO-OP-771-C004,RHO-785-C004,OP-771,IHO-785,06/01/2025,4,57,11.835,""
holo,RHO-OP-771-C005,RHO-785-C005,OP-771,IHO-785,06/01/2025,5,59,13.382,""
holo,RHO-OP-772-C001,RHO-786-C001,OP-772,IHO-786,06/01/2025,1,16,3.296,""
holo,RHO-OP-773-C001,RHO-787-C001,OP-773,IHO-787,06/01/2025,1,60,17.090,""
holo,RHO-OP-774-C001,RHO-788-C001,OP-774,IHO-788,17/03/2025,1,48,11.040,""
holo,RHO-OP-775-C001,RHO-789-C001,OP-775,IHO-789,13/03/2025,1,24,3.874,""
holo,RHO-OP-776-C001,RHO-790-C001,OP-776,IHO-790,22/12/2025,1,59,17.112,""
holo,RHO-OP-776-C002,RHO-790-C002,OP-776,IHO-790,22/12/2025,2,60,16.010,""
holo,RHO-OP-776-C003,RHO-790-C003,OP-776,IHO-790,22/12/2025,3,60,18.500,""
holo,RHO-OP-776-C004,RHO-790-C004,OP-776,IHO-790,22/12/2025,4,60,17.510,""
holo,RHO-OP-776-C005,RHO-790-C005,OP-776,IHO-790,22/12/2025,5,60,18.790,""
holo,RHO-OP-776-C006,RHO-790-C006,OP-776,IHO-790,22/12/2025,6,60,17.680,""
holo,RHO-OP-777-C001,RHO-791-C001,OP-777,IHO-791,22/12/2025,1,59,20.962,""
holo,RHO-OP-777-C002,RHO-791-C002,OP-777,IHO-791,22/12/2025,2,60,20.140,""
holo,RHO-OP-777-C003,RHO-791-C003,OP-777,IHO-791,22/12/2025,3,60,19.000,""
holo,RHO-OP-777-C004,RHO-791-C004,OP-777,IHO-791,22/12/2025,4,60,19.410,""
holo,RHO-OP-777-C005,RHO-791-C005,OP-777,IHO-791,22/12/2025,5,60,10.610,""
holo,RHO-OP-778-C001,RHO-792-C001,OP-778,IHO-792,27/12/2025,1,59,16.862,""
holo,RHO-OP-779-C001,RHO-793-C001,OP-779,IHO-793,02/01/2026,1,59,19.242,""
holo,RHO-OP-779-C002,RHO-793-C002,OP-779,IHO-793,02/01/2026,2,60,19.560,""
holo,RHO-OP-779-C003,RHO-793-C003,OP-779,IHO-793,02/01/2026,3,60,20.650,""
holo,RHO-OP-780-C001,RHO-794-C001,OP-780,IHO-794,04/01/2025,1,60,21.910,""
holo,RHO-OP-781-C001,RHO-795-C001,OP-781,IHO-795,04/01/2025,1,48,16.220,""
holo,RHO-OP-781-C002,RHO-795-C002,OP-781,IHO-795,04/01/2025,2,48,17.370,""
holo,RHO-OP-781-C003,RHO-795-C003,OP-781,IHO-795,04/01/2025,3,60,22.060,""
holo,RHO-OP-782-C001,RHO-796-C001,OP-782,IHO-796,18/08/2025,1,12,4.440,""
holo,RHO-OP-782-C002,RHO-796-C002,OP-782,IHO-796,18/08/2025,2,10,3.530,""
holo,RHO-OP-782-C003,RHO-796-C003,OP-782,IHO-796,18/08/2025,3,11,4.115,""
holo,RHO-OP-782-C004,RHO-796-C004,OP-782,IHO-796,18/08/2025,4,48,17.920,""
holo,RHO-OP-783-C001,RHO-797-C001,OP-783,IHO-797,27/08/2025,1,60,23.920,""
holo,RHO-OP-783-C002,RHO-797-C002,OP-783,IHO-797,27/08/2025,2,60,16.860,""
holo,RHO-OP-783-C003,RHO-797-C003,OP-783,IHO-797,27/08/2025,3,60,12.700,""
holo,RHO-OP-783-C004,RHO-797-C004,OP-783,IHO-797,27/08/2025,4,60,12.460,""
holo,RHO-OP-784-C001,RHO-798-C001,OP-784,IHO-798,09/09/2025,1,48,19.650,""
holo,RHO-OP-784-C002,RHO-798-C002,OP-784,IHO-798,09/09/2025,2,49,19.315,""
holo,RHO-OP-784-C003,RHO-798-C003,OP-784,IHO-798,09/09/2025,3,40,16.220,""
holo,RHO-OP-785-C001,RHO-799-C001,OP-785,IHO-799,28/09/2025,1,49,16.132,""
holo,RHO-OP-785-C002,RHO-799-C002,OP-785,IHO-799,28/09/2025,2,50,9.900,""
holo,RHO-OP-786-C001,RHO-800-C001,OP-786,IHO-800,02/01/2026,1,50,17.890,""
holo,RHO-OP-786-C002,RHO-800-C002,OP-786,IHO-800,02/01/2026,2,50,23.960,""
holo,RHO-OP-786-C003,RHO-800-C003,OP-786,IHO-800,02/01/2026,3,11,3.325,""
holo,RHO-OP-786-C004,RHO-800-C004,OP-786,IHO-800,02/01/2026,4,50,19.590,""
holo,RHO-OP-786-C005,RHO-800-C005,OP-786,IHO-800,02/01/2026,5,60,21.570,""
holo,RHO-OP-786-C006,RHO-800-C006,OP-786,IHO-800,02/01/2026,6,60,24.600,""
holo,RHO-OP-786-C007,RHO-800-C007,OP-786,IHO-800,02/01/2026,7,50,14.540,""
holo,RHO-OP-787-C001,RHO-801-C001,OP-787,IHO-801,05/12/2025,1,30,9.090,""
holo,RHO-OP-787-C002,RHO-801-C002,OP-787,IHO-801,05/12/2025,2,48,9.560,""
holo,RHO-OP-787-C003,RHO-801-C003,OP-787,IHO-801,05/12/2025,3,12,2.320,""
holo,RHO-OP-787-C004,RHO-801-C004,OP-787,IHO-801,05/12/2025,4,12,3.280,""
holo,RHO-OP-787-C005,RHO-801-C005,OP-787,IHO-801,05/12/2025,5,48,13.460,""
holo,RHO-OP-787-C006,RHO-801-C006,OP-787,IHO-801,05/12/2025,6,29,8.635,""
holo,RHO-OP-787-C007,RHO-801-C007,OP-787,IHO-801,05/12/2025,7,50,5.130,""
holo,RHO-OP-787-C008,RHO-801-C008,OP-787,IHO-801,05/12/2025,8,48,16.750,""
holo,RHO-OP-787-C009,RHO-801-C009,OP-787,IHO-801,05/12/2025,9,49,10.992,""
holo,RHO-OP-787-C010,RHO-801-C010,OP-787,IHO-801,05/12/2025,10,49,15.902,""
holo,RHO-OP-787-C011,RHO-801-C011,OP-787,IHO-801,05/12/2025,11,48,19.570,""
holo,RHO-OP-787-C012,RHO-801-C012,OP-787,IHO-801,05/12/2025,12,12,4.930,""
holo,RHO-OP-787-C013,RHO-801-C013,OP-787,IHO-801,05/12/2025,13,11,5.045,""
holo,RHO-OP-787-C014,RHO-801-C014,OP-787,IHO-801,05/12/2025,14,48,21.730,""
holo,RHO-OP-787-C015,RHO-801-C015,OP-787,IHO-801,05/12/2025,15,60,21.720,""
holo,RHO-OP-787-C016,RHO-801-C016,OP-787,IHO-801,05/12/2025,16,60,20.950,""
holo,RHO-OP-787-C017,RHO-801-C017,OP-787,IHO-801,05/12/2025,17,50,15.740,""
holo,RHO-OP-787-C018,RHO-801-C018,OP-787,IHO-801,05/12/2025,18,60,19.690,""
holo,RHO-OP-787-C019,RHO-801-C019,OP-787,IHO-801,05/12/2025,19,12,4.880,""
holo,RHO-OP-787-C020,RHO-801-C020,OP-787,IHO-801,05/12/2025,20,48,20.000,""
holo,RHO-OP-787-C021,RHO-801-C021,OP-787,IHO-801,05/12/2025,21,59,19.412,""
holo,RHO-OP-787-C022,RHO-801-C022,OP-787,IHO-801,05/12/2025,22,60,21.240,""
holo,RHO-OP-787-C023,RHO-801-C023,OP-787,IHO-801,05/12/2025,23,40,18.760,""
holo,RHO-OP-787-C024,RHO-801-C024,OP-787,IHO-801,05/12/2025,24,20,5.220,""
holo,RHO-OP-787-C025,RHO-801-C025,OP-787,IHO-801,05/12/2025,25,12,6.000,""
holo,RHO-OP-787-C026,RHO-801-C026,OP-787,IHO-801,05/12/2025,26,48,24.760,""
holo,RHO-OP-787-C027,RHO-801-C027,OP-787,IHO-801,05/12/2025,27,50,15.350,""
holo,RHO-OP-787-C028,RHO-801-C028,OP-787,IHO-801,05/12/2025,28,49,15.845,""
holo,RHO-OP-787-C029,RHO-801-C029,OP-787,IHO-801,05/12/2025,29,50,15.660,""
holo,RHO-OP-787-C030,RHO-801-C030,OP-787,IHO-801,05/12/2025,30,12,5.130,""
holo,RHO-OP-787-C031,RHO-801-C031,OP-787,IHO-801,05/12/2025,31,48,21.000,""
holo,RHO-OP-787-C032,RHO-801-C032,OP-787,IHO-801,05/12/2025,32,59,30.215,""
holo,RHO-OP-787-C033,RHO-801-C033,OP-787,IHO-801,05/12/2025,33,50,10.530,""
holo,RHO-OP-787-C034,RHO-801-C034,OP-787,IHO-801,05/12/2025,34,12,5.850,""
holo,RHO-OP-787-C035,RHO-801-C035,OP-787,IHO-801,05/12/2025,35,48,23.290,""
holo,RHO-OP-787-C036,RHO-801-C036,OP-787,IHO-801,05/12/2025,36,49,16.985,""
holo,RHO-OP-788-C001,RHO-802-C001,OP-788,IHO-802,11/12/2025,1,48,15.140,""
holo,RHO-OP-788-C002,RHO-802-C002,OP-788,IHO-802,11/12/2025,2,12,3.770,""
holo,RHO-OP-788-C003,RHO-802-C003,OP-788,IHO-802,11/12/2025,3,12,3.240,""
holo,RHO-OP-788-C004,RHO-802-C004,OP-788,IHO-802,11/12/2025,4,48,13.300,""
holo,RHO-OP-788-C005,RHO-802-C005,OP-788,IHO-802,11/12/2025,5,11,2.595,""
holo,RHO-OP-788-C006,RHO-802-C006,OP-788,IHO-802,11/12/2025,6,48,11.600,""
holo,RHO-OP-788-C007,RHO-802-C007,OP-788,IHO-802,11/12/2025,7,48,17.520,""
holo,RHO-OP-788-C008,RHO-802-C008,OP-788,IHO-802,11/12/2025,8,11,3.935,""
holo,RHO-OP-788-C009,RHO-802-C009,OP-788,IHO-802,11/12/2025,9,50,17.530,""
holo,RHO-OP-788-C010,RHO-802-C010,OP-788,IHO-802,11/12/2025,10,60,20.240,""
holo,RHO-OP-788-C011,RHO-802-C011,OP-788,IHO-802,11/12/2025,11,50,14.260,""
holo,RHO-OP-788-C012,RHO-802-C012,OP-788,IHO-802,11/12/2025,12,59,19.062,""
holo,RHO-OP-788-C013,RHO-802-C013,OP-788,IHO-802,11/12/2025,13,60,18.680,""
holo,RHO-OP-788-C014,RHO-802-C014,OP-788,IHO-802,11/12/2025,14,48,17.130,""
holo,RHO-OP-788-C015,RHO-802-C015,OP-788,IHO-802,11/12/2025,15,11,3.945,""
holo,RHO-OP-788-C016,RHO-802-C016,OP-788,IHO-802,11/12/2025,16,48,19.870,""
holo,RHO-OP-788-C017,RHO-802-C017,OP-788,IHO-802,11/12/2025,17,42,15.100,""
holo,RHO-OP-788-C018,RHO-802-C018,OP-788,IHO-802,11/12/2025,18,8,2.860,""
holo,RHO-OP-788-C019,RHO-802-C019,OP-788,IHO-802,11/12/2025,19,50,17.400,""
holo,RHO-OP-788-C020,RHO-802-C020,OP-788,IHO-802,11/12/2025,20,11,3.325,""
holo,RHO-OP-788-C021,RHO-802-C021,OP-788,IHO-802,11/12/2025,21,48,14.480,""
holo,RHO-OP-788-C022,RHO-802-C022,OP-788,IHO-802,11/12/2025,22,60,25.580,""
holo,RHO-OP-788-C023,RHO-802-C023,OP-788,IHO-802,11/12/2025,23,50,19.720,""
holo,RHO-OP-788-C024,RHO-802-C024,OP-788,IHO-802,11/12/2025,24,12,5.340,""
holo,RHO-OP-788-C025,RHO-802-C025,OP-788,IHO-802,11/12/2025,25,48,22.180,""
holo,RHO-OP-788-C026,RHO-802-C026,OP-788,IHO-802,11/12/2025,26,11,4.495,""
holo,RHO-OP-788-C027,RHO-802-C027,OP-788,IHO-802,11/12/2025,27,48,20.180,""
holo,RHO-OP-788-C028,RHO-802-C028,OP-788,IHO-802,11/12/2025,28,12,4.800,""
holo,RHO-OP-788-C029,RHO-802-C029,OP-788,IHO-802,11/12/2025,29,48,20.280,""
holo,RHO-OP-788-C030,RHO-802-C030,OP-788,IHO-802,11/12/2025,30,11,4.445,""
holo,RHO-OP-788-C031,RHO-802-C031,OP-788,IHO-802,11/12/2025,31,48,20.260,""
holo,RHO-OP-788-C032,RHO-802-C032,OP-788,IHO-802,11/12/2025,32,50,16.760,""
holo,RHO-OP-788-C033,RHO-802-C033,OP-788,IHO-802,11/12/2025,33,60,18.860,""
holo,RHO-OP-788-C034,RHO-802-C034,OP-788,IHO-802,11/12/2025,34,59,14.142,""
holo,RHO-OP-788-C035,RHO-802-C035,OP-788,IHO-802,11/12/2025,35,12,5.800,""
holo,RHO-OP-788-C036,RHO-802-C036,OP-788,IHO-802,11/12/2025,36,48,23.240,""
holo,RHO-OP-788-C037,RHO-802-C037,OP-788,IHO-802,11/12/2025,37,12,5.320,""
holo,RHO-OP-788-C038,RHO-802-C038,OP-788,IHO-802,11/12/2025,38,48,21.500,""
holo,RHO-OP-788-C039,RHO-802-C039,OP-788,IHO-802,11/12/2025,39,60,18.110,""
holo,RHO-OP-788-C040,RHO-802-C040,OP-788,IHO-802,11/12/2025,40,12,5.070,""
holo,RHO-OP-788-C041,RHO-802-C041,OP-788,IHO-802,11/12/2025,41,48,20.590,""
holo,RHO-OP-788-C042,RHO-802-C042,OP-788,IHO-802,11/12/2025,42,12,5.110,""
holo,RHO-OP-788-C043,RHO-802-C043,OP-788,IHO-802,11/12/2025,43,48,20.690,""
holo,RHO-OP-788-C044,RHO-802-C044,OP-788,IHO-802,11/12/2025,44,12,4.450,""
holo,RHO-OP-788-C045,RHO-802-C045,OP-788,IHO-802,11/12/2025,45,48,20.780,""
holo,RHO-OP-789-C001,RHO-803-C001,OP-789,IHO-803,14/11/2025,1,50,13.990,""
holo,RHO-OP-790-C001,RHO-804-C001,OP-790,IHO-804,03/01/2025,1,61,6.318,""
holo,RHO-OP-791-C001,RHO-805-C001,OP-791,IHO-805,06/01/2025,1,60,24.630,""
holo,RHO-OP-791-C002,RHO-805-C002,OP-791,IHO-805,06/01/2025,2,59,12.002,""
holo,RHO-OP-791-C003,RHO-805-C003,OP-791,IHO-805,06/01/2025,3,30,12.220,""
holo,RHO-OP-791-C004,RHO-805-C004,OP-791,IHO-805,06/01/2025,4,30,6.330,""
holo,RHO-OP-791-C005,RHO-805-C005,OP-791,IHO-805,06/01/2025,5,50,18.770,""
holo,RHO-OP-791-C006,RHO-805-C006,OP-791,IHO-805,06/01/2025,6,60,22.290,""
holo,RHO-OP-791-C007,RHO-805-C007,OP-791,IHO-805,06/01/2025,7,50,19.120,""
holo,RHO-OP-791-C008,RHO-805-C008,OP-791,IHO-805,06/01/2025,8,30,6.900,""
holo,RHO-OP-792-C001,RHO-806-C001,OP-792,IHO-806,03/04/2025,1,38,8.820,""
holo,RHO-OP-792-C002,RHO-806-C002,OP-792,IHO-806,03/04/2025,2,60,2.300,""
holo,RHO-OP-793-C001,RHO-807-C001,OP-793,IHO-807,06/01/2025,1,49,2.885,""
holo,RHO-OP-793-C002,RHO-807-C002,OP-793,IHO-807,06/01/2025,2,51,6.435,""
holo,RHO-OP-794-C001,RHO-808-C001,OP-794,IHO-808,08/07/2025,1,60,3.640,""
holo,RHO-OP-795-C001,RHO-809-C001,OP-795,IHO-809,07/01/2025,1,33,9.744,""
holo,RHO-OP-796-C001,RHO-810-C001,OP-796,IHO-810,01/01/2025,1,10,1.390,""
holo,RHO-OP-797-C001,RHO-811-C001,OP-797,IHO-811,16/10/2025,1,12,5.550,""
holo,RHO-OP-798-C001,RHO-812-C001,OP-798,IHO-812,06/11/2025,1,12,4.840,""
holo,RHO-OP-798-C002,RHO-812-C002,OP-798,IHO-812,06/11/2025,2,48,19.470,""
holo,RHO-OP-798-C003,RHO-812-C003,OP-798,IHO-812,06/11/2025,3,60,11.560,""
holo,RHO-OP-798-C004,RHO-812-C004,OP-798,IHO-812,06/11/2025,4,50,9.580,""
holo,RHO-OP-798-C005,RHO-812-C005,OP-798,IHO-812,06/11/2025,5,50,19.640,""
holo,RHO-OP-799-C001,RHO-813-C001,OP-799,IHO-813,05/10/2025,1,60,1.790,""
holo,RHO-OP-800-C001,RHO-814-C001,OP-800,IHO-814,15/10/2025,1,12,3.810,""
holo,RHO-OP-800-C002,RHO-814-C002,OP-800,IHO-814,15/10/2025,2,48,15.040,""
holo,RHO-OP-800-C003,RHO-814-C003,OP-800,IHO-814,15/10/2025,3,11,2.805,""
holo,RHO-OP-800-C004,RHO-814-C004,OP-800,IHO-814,15/10/2025,4,49,14.145,""
holo,RHO-OP-800-C005,RHO-814-C005,OP-800,IHO-814,15/10/2025,5,49,13.815,""
holo,RHO-OP-800-C006,RHO-814-C006,OP-800,IHO-814,15/10/2025,6,59,6.402,""
holo,RHO-OP-800-C007,RHO-814-C007,OP-800,IHO-814,15/10/2025,7,50,11.550,""
holo,RHO-OP-800-C008,RHO-814-C008,OP-800,IHO-814,15/10/2025,8,28,4.544,""
holo,RHO-OP-801-C001,RHO-815-C001,OP-801,IHO-815,03/01/2025,1,61,10.458,""
holo,RHO-OP-801-C002,RHO-815-C002,OP-801,IHO-815,03/01/2025,2,60,14.420,""
holo,RHO-OP-802-C001,RHO-816-C001,OP-802,IHO-816,21/05/2025,1,10,2.840,""
holo,RHO-OP-802-C002,RHO-816-C002,OP-802,IHO-816,21/05/2025,2,50,12.090,""
